date,state,suspects,refuses,cases
2020-02-10 15:30,Santa Catarina,0,4,0
2020-02-10 15:30,Rio Grande do Sul,1,8,0
2020-02-11 16:00,Ceará,0,1,0
2020-02-11 16:00,Minas Gerais,1,1,0
2020-02-11 16:00,Rio de Janeiro,2,3,0
2020-02-11 16:00,São Paulo,3,14,0
2020-02-11 16:00,Paraná,1,2,0
2020-02-11 16:00,Santa Catarina,0,4,0
2020-02-11 16:00,Rio Grande do Sul,1,8,0
2020-02-12 16:00,Ceará,0,1,0
2020-02-12 16:00,Minas Gerais,1,1,0
2020-02-12 16:00,Rio de Janeiro,2,3,0
2020-02-12 16:00,São Paulo,6,14,0
2020-02-12 16:00,Paraná,1,2,0
2020-02-12 16:00,Santa Catarina,0,4,0
2020-02-12 16:00,Rio Grande do Sul,1,8,0
2020-02-13 16:00,Ceará,0,1,0
2020-02-13 16:00,Minas Gerais,0,2,0
2020-02-13 16:00,Rio de Janeiro,0,5,0
2020-02-13 16:00,São Paulo,3,17,0
2020-02-13 16:00,Paraná,1,2,0
2020-02-13 16:00,Santa Catarina,0,4,0
2020-02-13 16:00,Rio Grande do Sul,2,8,0
2020-02-13 16:00,Distrito Federal,0,1,0
2020-02-14 16:00,Ceará,0,1,0
2020-02-14 16:00,Minas Gerais,0,2,0
2020-02-14 16:00,Rio de Janeiro,0,5,0
2020-02-14 16:00,São Paulo,1,20,0
2020-02-14 16:00,Paraná,1,2,0
2020-02-14 16:00,Santa Catarina,0,4,0
2020-02-14 16:00,Rio Grande do Sul,2,8,0
2020-02-14 16:00,Distrito Federal,0,1,0
2020-02-15 14:00,Ceará,0,1,0
2020-02-15 14:00,Minas Gerais,0,2,0
2020-02-15 14:00,Rio de Janeiro,0,5,0
2020-02-15 14:00,São Paulo,2,20,0
2020-02-15 14:00,Paraná,0,3,0
2020-02-15 14:00,Santa Catarina,0,4,0
2020-02-15 14:00,Rio Grande do Sul,1,9,0
2020-02-15 14:00,Distrito Federal,0,1,0
2020-02-16 12:00,Ceará,0,1,0
2020-02-16 12:00,Minas Gerais,0,2,0
2020-02-16 12:00,Rio de Janeiro,0,5,0
2020-02-16 12:00,São Paulo,2,20,0
2020-02-16 12:00,Paraná,0,3,0
2020-02-16 12:00,Santa Catarina,0,4,0
2020-02-16 12:00,Rio Grande do Sul,1,9,0
2020-02-16 12:00,Distrito Federal,0,1,0
2020-02-17 15:50,Ceará,0,1,0
2020-02-17 15:50,Minas Gerais,0,2,0
2020-02-17 15:50,Rio de Janeiro,0,5,0
2020-02-17 15:50,São Paulo,2,20,0
2020-02-17 15:50,Paraná,0,3,0
2020-02-17 15:50,Santa Catarina,0,4,0
2020-02-17 15:50,Rio Grande do Sul,1,9,0
2020-02-17 15:50,Distrito Federal,0,1,0
2020-02-18 15:50,Ceará,0,1,0
2020-02-18 15:50,Minas Gerais,0,2,0
2020-02-18 15:50,Rio de Janeiro,0,5,0
2020-02-18 15:50,São Paulo,4,20,0
2020-02-18 15:50,Paraná,0,3,0
2020-02-18 15:50,Santa Catarina,0,4,0
2020-02-18 15:50,Rio Grande do Sul,1,9,0
2020-02-18 15:50,Distrito Federal,0,1,0
2020-02-19 15:50,Ceará,0,1,0
2020-02-19 15:50,Minas Gerais,0,2,0
2020-02-19 15:50,Rio de Janeiro,0,5,0
2020-02-19 15:50,São Paulo,1,23,0
2020-02-19 15:50,Paraná,0,3,0
2020-02-19 15:50,Santa Catarina,0,4,0
2020-02-19 15:50,Rio Grande do Sul,1,9,0
2020-02-19 15:50,Distrito Federal,0,1,0
2020-02-20 15:50,Ceará,0,1,0
2020-02-20 15:50,Minas Gerais,0,2,0
2020-02-20 15:50,Rio de Janeiro,0,5,0
2020-02-20 15:50,São Paulo,1,24,0
2020-02-20 15:50,Paraná,0,3,0
2020-02-20 15:50,Santa Catarina,0,4,0
2020-02-20 15:50,Rio Grande do Sul,0,10,0
2020-02-20 15:50,Distrito Federal,0,1,0
2020-02-21 14:30,Ceará,0,1,0
2020-02-21 14:30,Minas Gerais,0,2,0
2020-02-21 14:30,Rio de Janeiro,1,5,0
2020-02-21 14:30,São Paulo,0,25,0
2020-02-21 14:30,Paraná,0,3,0
2020-02-21 14:30,Santa Catarina,0,4,0
2020-02-21 14:30,Rio Grande do Sul,0,10,0
2020-02-21 14:30,Distrito Federal,0,1,0
2020-02-22 13:40,Ceará,0,1,0
2020-02-22 13:40,Minas Gerais,0,2,0
2020-02-22 13:40,Rio de Janeiro,1,6,0
2020-02-22 13:40,São Paulo,0,25,0
2020-02-22 13:40,Paraná,0,3,0
2020-02-22 13:40,Santa Catarina,0,4,0
2020-02-22 13:40,Rio Grande do Sul,0,10,0
2020-02-22 13:40,Distrito Federal,0,1,0
2020-02-23 12:30,Ceará,0,1,0
2020-02-23 12:30,Minas Gerais,0,2,0
2020-02-23 12:30,Rio de Janeiro,1,7,0
2020-02-23 12:30,São Paulo,1,25,0
2020-02-23 12:30,Paraná,0,3,0
2020-02-23 12:30,Santa Catarina,0,4,0
2020-02-23 12:30,Rio Grande do Sul,0,10,0
2020-02-23 12:30,Distrito Federal,0,1,0
2020-02-24 12:25,Ceará,0,1,0
2020-02-24 12:25,Minas Gerais,0,2,0
2020-02-24 12:25,Rio de Janeiro,1,7,0
2020-02-24 12:25,São Paulo,3,26,0
2020-02-24 12:25,Paraná,0,3,0
2020-02-24 12:25,Santa Catarina,0,4,0
2020-02-24 12:25,Rio Grande do Sul,0,10,0
2020-02-24 12:25,Distrito Federal,0,1,0
2020-02-25 13:50,Ceará,0,1,0
2020-02-25 13:50,Minas Gerais,0,2,0
2020-02-25 13:50,Rio de Janeiro,0,8,0
2020-02-25 13:50,São Paulo,4,26,0
2020-02-25 13:50,Paraná,0,3,0
2020-02-25 13:50,Santa Catarina,0,4,0
2020-02-25 13:50,Rio Grande do Sul,0,10,0
2020-02-25 13:50,Distrito Federal,0,1,0
2020-02-25 13:50,Ceará,0,1,0
2020-02-25 13:50,Minas Gerais,0,2,0
2020-02-25 13:50,Rio de Janeiro,0,8,0
2020-02-25 13:50,São Paulo,4,26,0
2020-02-25 13:50,Paraná,0,3,0
2020-02-25 13:50,Santa Catarina,0,4,0
2020-02-25 13:50,Rio Grande do Sul,0,10,0
2020-02-25 13:50,Distrito Federal,0,1,0
2020-02-26 11:30,Ceará,0,1,0
2020-02-26 11:30,Bahia,0,2,0
2020-02-26 11:30,Paraíba,1,0,0
2020-02-26 11:30,Pernambuco,1,0,0
2020-02-26 11:30,Minas Gerais,2,2,0
2020-02-26 11:30,Espírito Santo,1,0,0
2020-02-26 11:30,Rio de Janeiro,2,8,0
2020-02-26 11:30,São Paulo,11,28,1
2020-02-26 11:30,Paraná,0,3,0
2020-02-26 11:30,Santa Catarina,2,4,0
2020-02-26 11:30,Rio Grande do Sul,0,10,0
2020-02-26 11:30,Distrito Federal,0,1,0
2020-02-27 17:00,Ceará,5,1,0
2020-02-27 17:00,Rio Grande do Norte,4,0,0
2020-02-27 17:00,Paraíba,1,0,0
2020-02-27 17:00,Pernambuco,3,0,0
2020-02-27 17:00,Alagoas,1,0,0
2020-02-27 17:00,Bahia,1,2,0
2020-02-27 17:00,Minas Gerais,5,3,0
2020-02-27 17:00,Espírito Santo,1,0,0
2020-02-27 17:00,Rio de Janeiro,9,8,0
2020-02-27 17:00,São Paulo,55,28,1
2020-02-27 17:00,Paraná,5,3,0
2020-02-27 17:00,Santa Catarina,8,4,0
2020-02-27 17:00,Rio Grande do Sul,24,10,0
2020-02-27 17:00,Mato Grosso Sul,2,0,0
2020-02-27 17:00,Goiás,3,0,0
2020-02-27 17:00,Distrito Federal,5,1,0
2020-02-28 16:10,Ceará,6,2,0
2020-02-28 16:10,Rio Grande do Norte,3,2,0
2020-02-28 16:10,Paraíba,1,1,0
2020-02-28 16:10,Pernambuco,5,2,0
2020-02-28 16:10,Alagoas,1,0,0
2020-02-28 16:10,Bahia,9,4,0
2020-02-28 16:10,Minas Gerais,17,3,0
2020-02-28 16:10,Espírito Santo,2,1,0
2020-02-28 16:10,Rio de Janeiro,19,8,0
2020-02-28 16:10,São Paulo,66,30,1
2020-02-28 16:10,Paraná,5,3,0
2020-02-28 16:10,Santa Catarina,9,4,0
2020-02-28 16:10,Rio Grande do Sul,27,10,0
2020-02-28 16:10,Mato Grosso Sul,2,0,0
2020-02-28 16:10,Goiás,5,0,0
2020-02-28 16:10,Distrito Federal,5,1,0
2020-02-29 19:05,Ceará,6,2,0
2020-02-29 19:05,Rio Grande do Norte,3,2,0
2020-02-29 19:05,Paraíba,1,1,0
2020-02-29 19:05,Pernambuco,5,2,0
2020-02-29 19:05,Alagoas,1,0,0
2020-02-29 19:05,Bahia,9,4,0
2020-02-29 19:05,Minas Gerais,17,3,0
2020-02-29 19:05,Espírito Santo,2,1,0
2020-02-29 19:05,Rio de Janeiro,19,8,0
2020-02-29 19:05,São Paulo,91,38,2
2020-02-29 19:05,Paraná,5,3,0
2020-02-29 19:05,Santa Catarina,9,4,0
2020-02-29 19:05,Rio Grande do Sul,27,10,0
2020-02-29 19:05,Mato Grosso Sul,2,0,0
2020-02-29 19:05,Goiás,5,0,0
2020-02-29 19:05,Distrito Federal,5,1,0
2020-03-01 15:05,Ceará,6,2,0
2020-03-01 15:05,Rio Grande do Norte,3,2,0
2020-03-01 15:05,Paraíba,1,1,0
2020-03-01 15:05,Pernambuco,5,2,0
2020-03-01 15:05,Alagoas,1,0,0
2020-03-01 15:05,Bahia,9,4,0
2020-03-01 15:05,Minas Gerais,17,3,0
2020-03-01 15:05,Espírito Santo,2,1,0
2020-03-01 15:05,Rio de Janeiro,19,8,0
2020-03-01 15:05,São Paulo,136,48,2
2020-03-01 15:05,Paraná,5,3,0
2020-03-01 15:05,Santa Catarina,9,4,0
2020-03-01 15:05,Rio Grande do Sul,27,10,0
2020-03-01 15:05,Mato Grosso Sul,2,0,0
2020-03-01 15:05,Goiás,5,0,0
2020-03-01 15:05,Distrito Federal,5,1,0
2020-03-02 16:30,Rondônia,1,0,0
2020-03-02 16:30,Amazonas,1,1,0
2020-03-02 16:30,Pará,2,2,0
2020-03-02 16:30,Maranhão,1,1,0
2020-03-02 16:30,Piauí,1,2,0
2020-03-02 16:30,Ceará,6,6,0
2020-03-02 16:30,Rio Grande do Norte,2,6,0
2020-03-02 16:30,Paraíba,2,1,0
2020-03-02 16:30,Pernambuco,4,10,0
2020-03-02 16:30,Alagoas,3,1,0
2020-03-02 16:30,Sergipe,1,0,0
2020-03-02 16:30,Bahia,9,14,0
2020-03-02 16:30,Minas Gerais,48,4,0
2020-03-02 16:30,Espírito Santo,5,6,0
2020-03-02 16:30,Rio de Janeiro,42,27,0
2020-03-02 16:30,São Paulo,163,48,2
2020-03-02 16:30,Paraná,7,8,0
2020-03-02 16:30,Santa Catarina,36,4,0
2020-03-02 16:30,Rio Grande do Sul,73,10,0
2020-03-02 16:30,Mato Grosso Sul,6,1,0
2020-03-02 16:30,Mato Grosso,5,0,0
2020-03-02 16:30,Goiás,3,7,0
2020-03-02 16:30,Distrito Federal,12,3,0
2020-03-03 15:50,Rondônia,1,0,0
2020-03-03 15:50,Amazonas,3,1,0
2020-03-03 15:50,Pará,1,4,0
2020-03-03 15:50,Maranhão,1,1,0
2020-03-03 15:50,Piauí,1,2,0
2020-03-03 15:50,Ceará,19,9,0
2020-03-03 15:50,Rio Grande do Norte,2,6,0
2020-03-03 15:50,Paraíba,4,1,0
2020-03-03 15:50,Pernambuco,4,11,0
2020-03-03 15:50,Alagoas,5,1,0
2020-03-03 15:50,Sergipe,1,0,0
2020-03-03 15:50,Bahia,21,16,0
2020-03-03 15:50,Minas Gerais,58,6,0
2020-03-03 15:50,Espírito Santo,5,6,0
2020-03-03 15:50,Rio de Janeiro,62,29,0
2020-03-03 15:50,São Paulo,130,104,2
2020-03-03 15:50,Paraná,14,8,0
2020-03-03 15:50,Santa Catarina,43,4,0
2020-03-03 15:50,Rio Grande do Sul,82,20,0
2020-03-03 15:50,Mato Grosso Sul,6,1,0
2020-03-03 15:50,Mato Grosso,6,0,0
2020-03-03 15:50,Goiás,7,7,0
2020-03-03 15:50,Distrito Federal,12,3,0
2020-03-04 17:15,Rondônia,1,0,0
2020-03-04 17:15,Amazonas,4,1,0
2020-03-04 17:15,Pará,1,4,0
2020-03-04 17:15,Maranhão,0,2,0
2020-03-04 17:15,Piauí,1,2,0
2020-03-04 17:15,Ceará,14,18,0
2020-03-04 17:15,Rio Grande do Norte,5,6,0
2020-03-04 17:15,Paraíba,4,1,0
2020-03-04 17:15,Pernambuco,6,11,0
2020-03-04 17:15,Alagoas,5,1,0
2020-03-04 17:15,Sergipe,1,0,0
2020-03-04 17:15,Bahia,19,21,0
2020-03-04 17:15,Minas Gerais,82,6,0
2020-03-04 17:15,Espírito Santo,5,7,0
2020-03-04 17:15,Rio de Janeiro,55,52,0
2020-03-04 17:15,São Paulo,135,131,3
2020-03-04 17:15,Paraná,13,8,0
2020-03-04 17:15,Santa Catarina,46,4,0
2020-03-04 17:15,Rio Grande do Sul,98,20,0
2020-03-04 17:15,Mato Grosso Sul,10,3,0
2020-03-04 17:15,Mato Grosso,6,0,0
2020-03-04 17:15,Goiás,1,12,0
2020-03-04 17:15,Distrito Federal,18,5,0
2020-03-05 16:00,Rondônia,1,0,0
2020-03-05 16:00,Amazonas,5,1,0
2020-03-05 16:00,Pará,1,5,0
2020-03-05 16:00,Maranhão,0,2,0
2020-03-05 16:00,Piauí,1,2,0
2020-03-05 16:00,Ceará,16,18,0
2020-03-05 16:00,Rio Grande do Norte,4,8,0
2020-03-05 16:00,Paraíba,4,1,0
2020-03-05 16:00,Pernambuco,8,12,0
2020-03-05 16:00,Alagoas,6,1,0
2020-03-05 16:00,Sergipe,2,0,0
2020-03-05 16:00,Bahia,23,29,0
2020-03-05 16:00,Minas Gerais,80,12,0
2020-03-05 16:00,Espírito Santo,5,8,0
2020-03-05 16:00,Rio de Janeiro,79,58,1
2020-03-05 16:00,São Paulo,182,159,6
2020-03-05 16:00,Paraná,20,9,0
2020-03-05 16:00,Santa Catarina,54,4,0
2020-03-05 16:00,Rio Grande do Sul,104,25,0
2020-03-05 16:00,Mato Grosso Sul,11,3,0
2020-03-05 16:00,Mato Grosso,6,0,0
2020-03-05 16:00,Goiás,4,12,0
2020-03-05 16:00,Distrito Federal,20,9,0
2020-03-06 16:00,Rondônia,1,0,0
2020-03-06 16:00,Amazonas,2,4,0
2020-03-06 16:00,Pará,4,5,0
2020-03-06 16:00,Maranhão,0,2,0
2020-03-06 16:00,Piauí,1,2,0
2020-03-06 16:00,Ceará,12,24,0
2020-03-06 16:00,Rio Grande do Norte,7,8,0
2020-03-06 16:00,Paraíba,3,3,0
2020-03-06 16:00,Pernambuco,6,14,0
2020-03-06 16:00,Alagoas,7,1,0
2020-03-06 16:00,Sergipe,3,1,0
2020-03-06 16:00,Bahia,15,32,1
2020-03-06 16:00,Minas Gerais,123,17,0
2020-03-06 16:00,Espírito Santo,1,12,1
2020-03-06 16:00,Rio de Janeiro,111,67,1
2020-03-06 16:00,São Paulo,222,189,10
2020-03-06 16:00,Paraná,25,13,0
2020-03-06 16:00,Santa Catarina,59,10,0
2020-03-06 16:00,Rio Grande do Sul,112,41,0
2020-03-06 16:00,Mato Grosso Sul,8,9,0
2020-03-06 16:00,Mato Grosso,6,1,0
2020-03-06 16:00,Goiás,4,12,0
2020-03-06 16:00,Distrito Federal,36,13,0
2020-03-07 18:35,Rondônia,1,0,0
2020-03-07 18:35,Amazonas,2,4,0
2020-03-07 18:35,Pará,4,5,0
2020-03-07 18:35,Maranhão,0,2,0
2020-03-07 18:35,Piauí,1,2,0
2020-03-07 18:35,Ceará,13,24,0
2020-03-07 18:35,Rio Grande do Norte,4,11,0
2020-03-07 18:35,Paraíba,3,3,0
2020-03-07 18:35,Pernambuco,6,14,0
2020-03-07 18:35,Alagoas,7,1,0
2020-03-07 18:35,Sergipe,1,1,0
2020-03-07 18:35,Bahia,15,32,2
2020-03-07 18:35,Minas Gerais,123,17,0
2020-03-07 18:35,Espírito Santo,1,12,1
2020-03-07 18:35,Rio de Janeiro,111,67,2
2020-03-07 18:35,São Paulo,184,246,13
2020-03-07 18:35,Paraná,20,18,0
2020-03-07 18:35,Santa Catarina,44,25,0
2020-03-07 18:35,Rio Grande do Sul,88,75,0
2020-03-07 18:35,Mato Grosso Sul,6,11,0
2020-03-07 18:35,Mato Grosso,6,1,0
2020-03-07 18:35,Goiás,4,12,0
2020-03-07 18:35,Distrito Federal,30,19,1
2020-03-08 17:30,Rondônia,1,0,0
2020-03-08 17:30,Amazonas,2,4,0
2020-03-08 17:30,Pará,3,6,0
2020-03-08 17:30,Maranhão,0,2,0
2020-03-08 17:30,Piauí,1,2,0
2020-03-08 17:30,Ceará,11,26,0
2020-03-08 17:30,Rio Grande do Norte,9,13,0
2020-03-08 17:30,Paraíba,3,3,0
2020-03-08 17:30,Pernambuco,9,18,0
2020-03-08 17:30,Alagoas,6,1,1
2020-03-08 17:30,Sergipe,1,1,0
2020-03-08 17:30,Bahia,15,32,2
2020-03-08 17:30,Minas Gerais,122,17,1
2020-03-08 17:30,Espírito Santo,1,12,1
2020-03-08 17:30,Rio de Janeiro,110,67,3
2020-03-08 17:30,São Paulo,176,258,16
2020-03-08 17:30,Paraná,22,20,0
2020-03-08 17:30,Santa Catarina,44,26,0
2020-03-08 17:30,Rio Grande do Sul,88,75,0
2020-03-08 17:30,Mato Grosso Sul,6,11,0
2020-03-08 17:30,Mato Grosso,5,2,0
2020-03-08 17:30,Goiás,4,12,0
2020-03-08 17:30,Distrito Federal,24,24,1
2020-03-10 16:05,Rondônia,2,1,0
2020-03-10 16:05,Acre,3,0,0
2020-03-10 16:05,Amazonas,3,4,0
2020-03-10 16:05,Pará,5,12,0
2020-03-10 16:05,Maranhão,2,2,0
2020-03-10 16:05,Piauí,1,2,0
2020-03-10 16:05,Ceará,22,42,0
2020-03-10 16:05,Rio Grande do Norte,15,13,0
2020-03-10 16:05,Paraíba,5,6,0
2020-03-10 16:05,Pernambuco,12,22,0
2020-03-10 16:05,Alagoas,6,1,1
2020-03-10 16:05,Sergipe,2,3,0
2020-03-10 16:05,Bahia,46,35,2
2020-03-10 16:05,Minas Gerais,122,18,1
2020-03-10 16:05,Espírito Santo,1,12,1
2020-03-10 16:05,Rio de Janeiro,119,85,8
2020-03-10 16:05,São Paulo,302,289,19
2020-03-10 16:05,Paraná,33,20,0
2020-03-10 16:05,Santa Catarina,42,28,0
2020-03-10 16:05,Rio Grande do Sul,70,129,1
2020-03-10 16:05,Mato Grosso Sul,6,11,0
2020-03-10 16:05,Mato Grosso,1,7,0
2020-03-10 16:05,Goiás,14,14,0
2020-03-10 16:05,Distrito Federal,59,24,1
